"pmax","temp","ma","lag"
324485,40880,40880,103.172602739726
283970,40880,40880,104.652054794521
243455,40880,40880,106.715068493151
202940,40880,40880,109.783561643836
162425,40880,40880,114.901369863014
121910,40880,40880,125.534246575342
81395,40880,40880,191.038356164384
40880,40880,40880,224.18904109589
365,40880,40880,253.054794520548
365000,365,40880,116.183561643836
324485,365,40880,116.627397260274
283970,365,40880,117.219178082192
243455,365,40880,118.027397260274
202940,365,40880,119.224657534247
162425,365,40880,121.158904109589
121910,365,40880,124.86301369863
81395,365,40880,135.441095890411
40880,365,40880,214.846575342466
365,365,40880,223.53698630137
365000,365000,365,175.893150684931
324485,365000,365,194.624657534247
283970,365000,365,231.865753424658
243455,365000,365,845.2
202940,365000,365,860.104109589041
162425,365000,365,877.093150684932
121910,365000,365,896.553424657534
81395,365000,365,918.958904109589
40880,365000,365,945.178082191781
365,365000,365,980.93698630137
365000,324485,365,167.260273972603
324485,324485,365,183.057534246575
283970,324485,365,209.309589041096
243455,324485,365,740.775342465753
202940,324485,365,755.717808219178
162425,324485,365,772.487671232877
121910,324485,365,791.778082191781
81395,324485,365,814.093150684932
40880,324485,365,840.287671232877
365,324485,365,876.054794520548
365000,283970,365,158.18904109589
324485,283970,365,171.523287671233
283970,283970,365,191.564383561644
243455,283970,365,236.01095890411
202940,283970,365,651.284931506849
162425,283970,365,668.032876712329
121910,283970,365,687.104109589041
81395,283970,365,709.282191780822
40880,283970,365,735.438356164384
365,283970,365,771.21095890411
365000,243455,365,148.613698630137
324485,243455,365,159.753424657534
283970,243455,365,175.465753424658
243455,243455,365,202
202940,243455,365,544.27397260274
162425,243455,365,563.906849315068
121910,243455,365,582.986301369863
81395,243455,365,604.98904109589
40880,243455,365,631.07397260274
365,243455,365,666.852054794521
365000,202940,365,138.520547945205
324485,202940,365,147.591780821918
283970,202940,365,159.871232876712
243455,202940,365,178.293150684932
202940,202940,365,215.361643835616
162425,202940,365,458.076712328767
121910,202940,365,480.216438356164
81395,202940,365,502.304109589041
40880,202940,365,528.301369863014
365,202940,365,564.06301369863
365000,162425,365,128.013698630137
324485,162425,365,135.013698630137
283970,162425,365,144.265753424658
243455,162425,365,157.317808219178
202940,162425,365,178.304109589041
162425,162425,365,232.761643835616
121910,162425,365,377.775342465753
81395,162425,365,402.841095890411
40880,162425,365,428.947945205479
365,162425,365,464.578082191781
365000,121910,365,117.32602739726
324485,121910,365,122.178082191781
283970,121910,365,128.52602739726
243455,121910,365,137.219178082192
202940,121910,365,150.060273972603
162425,121910,365,172.172602739726
121910,121910,365,245.419178082192
81395,121910,365,311.58904109589
40880,121910,365,339.202739726027
365,121910,365,374.301369863014
365000,81395,365,106.435616438356
324485,81395,365,109.115068493151
283970,81395,365,112.605479452055
243455,81395,365,117.345205479452
202940,81395,365,124.153424657534
162425,81395,365,134.805479452055
121910,81395,365,155.071232876712
81395,81395,365,237.797260273973
40880,81395,365,271.430136986301
365,81395,365,305.271232876712
365000,40880,365,100.750684931507
324485,40880,365,101.876712328767
283970,40880,365,103.364383561644
243455,40880,365,105.402739726027
202940,40880,365,108.397260273973
162425,40880,365,113.230136986301
121910,40880,365,122.575342465753
81395,40880,365,158.432876712329
40880,40880,365,227.923287671233
365,40880,365,259.350684931507
365000,365,365,116.821917808219
324485,365,365,117.26301369863
283970,365,365,117.841095890411
243455,365,365,118.638356164384
202940,365,365,119.813698630137
162425,365,365,121.709589041096
121910,365,365,125.342465753425
81395,365,365,135.630136986301
40880,365,365,215.07397260274
365,365,365,225.043835616438
